etapa,manzana,lote,ubicacion_casa,area_total,costo_terreno_m2,costo_construccion_m2,,modulo_m2,,,aplica_calle,aplica_parque,,,bono,,,,,,,,,,,,,,,,
PRIMERA,L,9,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,10,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,16,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,17,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,18,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,19,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,20,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,2,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,3,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,4,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,8,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,9,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,10,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,16,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,17,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,18,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,19,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,M,20,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,N,1,ESPECIAL,192.76,600,1697,115656,50.6,85868,201524,2015,,"S/ 203,539","S/ 223,893",46545,"S/ 156,994","S/ 177,348",INICIAL DE 5000,"S/ 183,348","S/ 182,348","S/ 181,348","S/ 25,830","S/ 16,647",,,,,,,,
PRIMERA,N,9,ESPECIAL,192.78,600,1697,115668,50.6,85868,201536,2015,,"S/ 203,552","S/ 223,907",46545,"S/ 157,007","S/ 177,362",INICIAL DE 5000,"S/ 183,362","S/ 182,362","S/ 181,362","S/ 25,833","S/ 16,647",,,,,,,,
PRIMERA,A,1,ESPECIAL,90.25,600,1697,54150,37.5,63638,117788,1178,,"S/ 118,965","S/ 130,862",46545,"S/ 72,420","S/ 84,317",INICIAL DE 5000,"S/ 90,317","S/ 89,317","S/ 88,317","S/ 12,094","S/ 12,338",,,,,,,,
PRIMERA,A,2,ESPECIAL,90.16,600,1697,54096,37.5,63638,117734,1177,,"S/ 118,911","S/ 130,802",46545,"S/ 72,366","S/ 84,257",INICIAL DE 5000,"S/ 90,257","S/ 89,257","S/ 88,257","S/ 12,081","S/ 12,338",,,,,,,,
PRIMERA,A,3,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,4,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,5,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,6,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,7,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,8,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,9,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,10,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,11,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,12,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,13,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,14,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467","S/ 93,467","S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,15,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,16,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,17,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,18,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,19,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,20,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,21,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,22,ESPECIAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467",INICIAL DE 5000,"S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,23,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,4651,"S/ 120,920","S/ 133,012",46545,"S/ 74,375","S/ 86,467","S/ 93,467","S/ 92,467","S/ 91,467","S/ 90,467","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,24,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,25,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,26,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,27,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,28,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,29,NORMAL,87.72,600,1697,52632,37.5,63638,116270,,,"S/ 116,270","S/ 127,896",46545,"S/ 69,725","S/ 81,351","S/ 88,351","S/ 87,351","S/ 86,351","S/ 85,351","S/ 11,754","S/ 12,338",,,,,,,,
PRIMERA,A,30,ESPECIAL,90.25,600,1697,54150,37.5,63638,117788,1178,,"S/ 118,965","S/ 130,862",46545,"S/ 72,420","S/ 84,317",INICIAL DE 5000,"S/ 90,317","S/ 89,317","S/ 88,317","S/ 12,094","S/ 12,338",,,,,,,,
PRIMERA,A,31,ESPECIAL,90.16,600,1697,54096,37.5,63638,117734,1177,,"S/ 118,911","S/ 130,802",46545,"S/ 72,366","S/ 84,257",INICIAL DE 5000,"S/ 90,257","S/ 89,257","S/ 88,257","S/ 12,081","S/ 12,338",,,,,,,,
PRIMERA,B,1,ESPECIAL,78.08,600,1697,46848,37.5,63638,110486,,,"S/ 110,486","S/ 121,534",46545,"S/ 63,941","S/ 74,989",INICIAL DE 5000,"S/ 80,989","S/ 79,989","S/ 78,989","S/ 10,463","S/ 12,338",,,,,,,,
PRIMERA,B,2,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,3,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,4,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,5,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788",INICIAL DE 5000,"S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,6,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,1058,,"S/ 106,815","S/ 117,497",46545,"S/ 60,270","S/ 70,952",INICIAL DE 5000,"S/ 76,952","S/ 75,952","S/ 74,952","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,7,NORMAL,70.2,600,1697,42120,37.5,63638,105758,1058,,"S/ 106,815","S/ 117,497",46545,"S/ 60,270","S/ 70,952","S/ 77,952","S/ 76,952","S/ 75,952","S/ 74,952","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,8,NORMAL,70.2,600,1697,42120,37.5,63638,105758,1058,,"S/ 106,815","S/ 117,497",46545,"S/ 60,270","S/ 70,952","S/ 77,952","S/ 76,952","S/ 75,952","S/ 74,952","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,9,NORMAL,70.2,600,1697,42120,37.5,63638,105758,1058,,"S/ 106,815","S/ 117,497",46545,"S/ 60,270","S/ 70,952","S/ 77,952","S/ 76,952","S/ 75,952","S/ 74,952","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,B,10,ESPECIAL,78.11,600,1697,46866,37.5,63638,110504,1105,,"S/ 111,609","S/ 122,769",46545,"S/ 65,064","S/ 76,224",INICIAL DE 5000,"S/ 82,224","S/ 81,224","S/ 80,224","S/ 10,467","S/ 12,338",,,,,,,,
PRIMERA,B,11,NORMAL,78.02,600,1697,46812,37.5,63638,110450,,,"S/ 110,450","S/ 121,494",46545,"S/ 63,905","S/ 74,949","S/ 81,949","S/ 80,949","S/ 79,949","S/ 78,949","S/ 10,455","S/ 12,338",,,,,,,,
PRIMERA,C,1,ESPECIAL,96.18,600,1697,57708,37.5,63638,121346,,4854,"S/ 126,199","S/ 138,819",46545,"S/ 79,654","S/ 92,274",INICIAL DE 5000,"S/ 98,274","S/ 97,274","S/ 96,274","S/ 12,888","S/ 12,338",,,,,,,,
PRIMERA,C,2,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,3,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,4,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,5,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,6,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,7,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788",INICIAL DE 5000,"S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,8,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,9,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,10,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,11,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,C,12,ESPECIAL,78.84,600,1697,47304,37.5,63638,110942,,,"S/ 110,942","S/ 122,036",46545,"S/ 64,397","S/ 75,491",INICIAL DE 5000,"S/ 81,491","S/ 80,491","S/ 79,491","S/ 10,565","S/ 12,338",,,,,,,,
PRIMERA,E,1,ESPECIAL,90,600,1697,54000,37.5,63638,117638,,,"S/ 117,638","S/ 129,401",46545,"S/ 71,093","S/ 82,856",INICIAL DE 5000,"S/ 88,856","S/ 87,856","S/ 86,856","S/ 12,060","S/ 12,338",,,,,,,,
PRIMERA,E,2,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,3,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,4,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,5,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,6,NORMAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788","S/ 76,788","S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,7,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,,"S/ 105,758","S/ 116,333",46545,"S/ 59,213","S/ 69,788",INICIAL DE 5000,"S/ 75,788","S/ 74,788","S/ 73,788","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,8,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,9,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,10,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,11,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,12,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
PRIMERA,E,13,ESPECIAL,70.2,600,1697,42120,37.5,63638,105758,,4230,"S/ 109,988","S/ 120,987",46545,"S/ 63,443","S/ 74,442",INICIAL DE 5000,"S/ 80,442","S/ 79,442","S/ 78,442","S/ 9,407","S/ 12,338",,,,,,,,
