etapa,manzana,lote,ubicacion_casa,area_total,costo_terreno_m2,costo_construccion_m2,,modulo_m2,,,aplica_calle,aplica_parque,,,bono,,,,,,,,,,,,,,,,
PRIMERA,G,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,8,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,9,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,10,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,11,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,G,16,NORMAL,97.65,600,1697,58590,50.6,85868,144458,,,"S/ 144,458","S/ 158,904",46545,"S/ 97,913","S/ 112,359","S/ 119,359","S/ 118,359","S/ 117,359","S/ 116,359","S/ 13,085","S/ 16,647",,,,,,,,
PRIMERA,G,17,NORMAL,97.51,600,1697,58506,50.6,85868,144374,,,"S/ 144,374","S/ 158,812",46545,"S/ 97,829","S/ 112,267","S/ 119,267","S/ 118,267","S/ 117,267","S/ 116,267","S/ 13,066","S/ 16,647",,,,,,,,
PRIMERA,H,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,2,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,3,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,4,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,8,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,9,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,10,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,16,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,17,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,18,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,19,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,H,20,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,2,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,3,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,4,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874","S/ 106,874","S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874","S/ 106,874","S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874","S/ 106,874","S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,8,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,9,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,10,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,16,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,17,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,18,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,19,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,I,20,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,2,NORMAL,72,600,1697,43200,50.6,85868,129068,,,"S/ 129,068","S/ 141,975",46545,"S/ 82,523","S/ 95,430","S/ 102,430","S/ 101,430","S/ 100,430","S/ 99,430","S/ 9,648","S/ 16,647",,,,,,,,
PRIMERA,J,3,NORMAL,72,600,1697,43200,50.6,85868,129068,,,"S/ 129,068","S/ 141,975",46545,"S/ 82,523","S/ 95,430","S/ 102,430","S/ 101,430","S/ 100,430","S/ 99,430","S/ 9,648","S/ 16,647",,,,,,,,
PRIMERA,J,4,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,6,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,1507,,"S/ 152,157","S/ 167,372",46545,"S/ 105,612","S/ 120,827",INICIAL DE 5000,"S/ 126,827","S/ 125,827","S/ 124,827","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,7,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,1507,,"S/ 152,157","S/ 167,372",46545,"S/ 105,612","S/ 120,827",INICIAL DE 5000,"S/ 126,827","S/ 125,827","S/ 124,827","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,8,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,1507,,"S/ 152,157","S/ 167,372",46545,"S/ 105,612","S/ 120,827",INICIAL DE 5000,"S/ 126,827","S/ 125,827","S/ 124,827","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,9,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,1507,,"S/ 152,157","S/ 167,372",46545,"S/ 105,612","S/ 120,827",INICIAL DE 5000,"S/ 126,827","S/ 125,827","S/ 124,827","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,10,NORMAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650","S/ 102,650","S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,12,NORMAL,72,600,1697,43200,50.6,85868,129068,,,"S/ 129,068","S/ 141,975",46545,"S/ 82,523","S/ 95,430","S/ 102,430","S/ 101,430","S/ 100,430","S/ 99,430","S/ 9,648","S/ 16,647",,,,,,,,
PRIMERA,J,13,NORMAL,72,600,1697,43200,50.6,85868,129068,,,"S/ 129,068","S/ 141,975",46545,"S/ 82,523","S/ 95,430","S/ 102,430","S/ 101,430","S/ 100,430","S/ 99,430","S/ 9,648","S/ 16,647",,,,,,,,
PRIMERA,J,14,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,15,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,J,16,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,,6026,"S/ 156,676","S/ 172,344",46545,"S/ 110,131","S/ 125,799",INICIAL DE 5000,"S/ 131,799","S/ 130,799","S/ 129,799","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,17,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,,6026,"S/ 156,676","S/ 172,344",46545,"S/ 110,131","S/ 125,799",INICIAL DE 5000,"S/ 131,799","S/ 130,799","S/ 129,799","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,18,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,,6026,"S/ 156,676","S/ 172,344",46545,"S/ 110,131","S/ 125,799",INICIAL DE 5000,"S/ 131,799","S/ 130,799","S/ 129,799","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,19,ESPECIAL,107.97,600,1697,64782,50.6,85868,150650,,6026,"S/ 156,676","S/ 172,344",46545,"S/ 110,131","S/ 125,799",INICIAL DE 5000,"S/ 131,799","S/ 130,799","S/ 129,799","S/ 14,468","S/ 16,647",,,,,,,,
PRIMERA,J,20,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,2,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,3,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,4,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,8,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,9,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,10,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,11,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,1280,,"S/ 129,268","S/ 142,195",46545,"S/ 82,723","S/ 95,650",INICIAL DE 5000,"S/ 101,650","S/ 100,650","S/ 99,650","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,12,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,13,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,14,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,15,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,16,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,17,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874","S/ 106,874","S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,18,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,19,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,K,20,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,5120,"S/ 133,108","S/ 146,419",46545,"S/ 86,563","S/ 99,874",INICIAL DE 5000,"S/ 105,874","S/ 104,874","S/ 103,874","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,1,ESPECIAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242",INICIAL DE 5000,"S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,2,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,3,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,4,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,5,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,6,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,7,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
PRIMERA,L,8,NORMAL,70.2,600,1697,42120,50.6,85868,127988,,,"S/ 127,988","S/ 140,787",46545,"S/ 81,443","S/ 94,242","S/ 101,242","S/ 100,242","S/ 99,242","S/ 98,242","S/ 9,407","S/ 16,647",,,,,,,,
